,label,R
409,2012_20114_INV_Bb,-0.0026735868576699385
410,2012_20115_INV_Bb,-0.05120209088074391
411,2012_20116_INV_Bb,0.020129270043321705
412,2012_20117_INV_Bb,-0.020540453180712147
413,2012_20118_INV_Bb,-0.051085565783969514
414,2012_20119_INV_Bb,-0.05896589541250417
415,2012_201110_INV_Bb,0.04602767380222242
416,2012_201111_INV_Bb,-0.039262681043429074
417,2012_201112_INV_Bb,-0.02301012663162547
418,2012_20121_INV_Bb,0.041243425103709194
419,2012_20122_INV_Bb,0.047675148334392035
420,2012_20123_INV_Bb,-0.06559068399784339
421,2012_20124_INV_Bb,0.046407046179492005
422,2012_20125_INV_Bb,-0.014911870760517663
423,2012_20126_INV_Bb,-0.033081959472347745
424,2012_20127_INV_Bb,-0.039382510429602585
425,2012_20107_INV_Bc,0.15224510375525369
426,2012_20108_INV_Bc,0.07477669546938777
427,2012_20109_INV_Bc,0.0384297941511439
428,2012_201010_INV_Bc,0.15387403968795074
429,2012_201011_INV_Bc,-0.011620151625141047
430,2012_201012_INV_Bc,-0.0005705532339317468
431,2012_20111_INV_Bc,-0.028871043351215653
432,2012_20112_INV_Bc,0.07600028962975695
433,2012_20113_INV_Bc,0.009626437729720902
434,2012_20114_INV_Bc,-0.0017803665079828776
435,2012_20115_INV_Bc,-0.05393924577937398
436,2012_20116_INV_Bc,0.04380787855481436
437,2012_20117_INV_Bc,0.006829854465993422
438,2012_20118_INV_Bc,-0.025028293781444298
439,2012_20119_INV_Bc,-0.11116814873871561
440,2012_201110_INV_Bc,0.04947891475425521
441,2012_201111_INV_Bc,-0.05713167638397147
442,2012_201112_INV_Bc,-0.06883365971219492
443,2012_20121_INV_Bc,0.04659060080447354
444,2012_20122_INV_Bc,0.09016666228518025
445,2012_20123_INV_Bc,-0.060222342738495145
446,2012_20124_INV_Bc,0.0794594875590794
447,2012_20125_INV_Bc,0.021523324659630784
448,2012_20126_INV_Bc,-0.04229588959535451
449,2012_20127_INV_Bc,-0.04434601421851009
450,2013_20117_BM_Aa,0.03440260580055294
451,2013_20118_BM_Aa,-0.022254055892113784
452,2013_20119_BM_Aa,-0.1079281506222859
453,2013_201110_BM_Aa,0.03159259125532063
454,2013_201111_BM_Aa,-0.03680953180139876
455,2013_201112_BM_Aa,-0.19615481950413333
456,2013_20121_BM_Aa,0.02662373058796305
457,2013_20122_BM_Aa,0.13854709818612104
458,2013_20123_BM_Aa,-0.061153355221608724
459,2013_20124_BM_Aa,0.07305136714073039
460,2013_20125_BM_Aa,0.016025994601113723
461,2013_20126_BM_Aa,-0.05842101493570805
462,2013_20127_BM_Aa,-0.10030160727460252
463,2013_20128_BM_Aa,0.04342376875452658
464,2013_20129_BM_Aa,0.008895862867423623
465,2013_201210_BM_Aa,0.01159427970471101
466,2013_201211_BM_Aa,-0.10597887621630694
467,2013_201212_BM_Aa,0.14651977423157359
468,2013_20131_BM_Aa,0.08734561864937336
469,2013_20132_BM_Aa,0.020351933584857783
470,2013_20133_BM_Aa,-0.02127351994187484
471,2013_20134_BM_Aa,-0.04995731062664805
472,2013_20135_BM_Aa,0.12195478249688683
473,2013_20136_BM_Aa,-0.1766883952055726
474,2013_20137_BM_Aa,0.07111772855840243
475,2013_20117_BM_Ab,0.015843782867389737
476,2013_20118_BM_Ab,-0.03417103371712937
477,2013_20119_BM_Ab,-0.12304191362778043
478,2013_201110_BM_Ab,0.03357567956032021
479,2013_201111_BM_Ab,-0.04598114680082173
480,2013_201112_BM_Ab,-0.1708547725361326
481,2013_20121_BM_Ab,-0.0035878102846606474
482,2013_20122_BM_Ab,0.14093566081338552
483,2013_20123_BM_Ab,-0.07121680630117477
484,2013_20124_BM_Ab,0.08929908821675474
485,2013_20125_BM_Ab,0.015482549380255447
486,2013_20126_BM_Ab,-0.0796397253786433
487,2013_20127_BM_Ab,-0.09321042148983959
488,2013_20128_BM_Ab,0.029310898778327637
489,2013_20129_BM_Ab,0.013363372362362765
490,2013_201210_BM_Ab,0.005194678131268936
491,2013_201211_BM_Ab,-0.12119071288961514
492,2013_201212_BM_Ab,0.15632995219855875
493,2013_20131_BM_Ab,0.06587933271840896
494,2013_20132_BM_Ab,0.02780329752108104
495,2013_20133_BM_Ab,-0.027434231256465533
496,2013_20134_BM_Ab,-0.045915000432497036
497,2013_20135_BM_Ab,0.13942690834513882
498,2013_20136_BM_Ab,-0.1693776727027133
499,2013_20137_BM_Ab,0.07014322563558338
500,2013_20117_BM_Ac,0.029796424966436124
501,2013_20118_BM_Ac,-0.041441493121561965
502,2013_20119_BM_Ac,-0.11865303966325152
503,2013_201110_BM_Ac,0.037039784476751346
504,2013_201111_BM_Ac,-0.05534444779963819
505,2013_201112_BM_Ac,-0.16542788967086952
506,2013_20121_BM_Ac,0.007766026506666736
507,2013_20122_BM_Ac,0.14487349594725507
508,2013_20123_BM_Ac,-0.0864827248809588
509,2013_20124_BM_Ac,0.06982052050679037
510,2013_20125_BM_Ac,0.012109484086261876
511,2013_20126_BM_Ac,-0.0842964284515979
512,2013_20127_BM_Ac,-0.10587895195774878
513,2013_20128_BM_Ac,0.014043231252573788
514,2013_20129_BM_Ac,0.010574606108622745
515,2013_201210_BM_Ac,0.018217039875228522
516,2013_201211_BM_Ac,-0.10789966412456192
517,2013_201212_BM_Ac,0.1545389595938792
518,2013_20131_BM_Ac,0.048955560446393785
519,2013_20132_BM_Ac,0.03158793875122172
520,2013_20133_BM_Ac,-0.041555876774285676
521,2013_20134_BM_Ac,-0.040254356298499876
522,2013_20135_BM_Ac,0.12993582753537758
523,2013_20136_BM_Ac,-0.1606391106815076
524,2013_20137_BM_Ac,0.0592232690888474
525,2013_20117_OP_Aa,0.014756627569082085
526,2013_20118_OP_Aa,-0.05191384212068747
527,2013_20119_OP_Aa,-0.11543035224406778
528,2013_201110_OP_Aa,0.022510337727244523
529,2013_201111_OP_Aa,-0.05798091328899544
530,2013_201112_OP_Aa,-0.18820137337260195
531,2013_20121_OP_Aa,0.014939048436081188
532,2013_20122_OP_Aa,0.15045922833057912
533,2013_20123_OP_Aa,-0.07973014797955655
534,2013_20124_OP_Aa,0.07134767548050591
535,2013_20125_OP_Aa,0.008584871215516269
536,2013_20126_OP_Aa,-0.09074334121094316
537,2013_20127_OP_Aa,-0.11854037647789233
538,2013_20128_OP_Aa,0.026864217368210045
539,2013_20129_OP_Aa,0.013922516926101454
540,2013_201210_OP_Aa,0.010643089071699259
541,2013_201211_OP_Aa,-0.11486198810175516
542,2013_201212_OP_Aa,0.14287680044137183
543,2013_20131_OP_Aa,0.0667673784202704
544,2013_20132_OP_Aa,0.02770826502857161
545,2013_20133_OP_Aa,-0.021915724373779998
546,2013_20134_OP_Aa,-0.05509034886927698
547,2013_20135_OP_Aa,0.11992669424224638
548,2013_20136_OP_Aa,-0.168834602667127
549,2013_20137_OP_Aa,0.0567416692367925
550,2013_20117_OP_Ab,0.015724651449467133
551,2013_20118_OP_Ab,-0.024459076308538562
552,2013_20119_OP_Ab,-0.12134101664405897
553,2013_201110_OP_Ab,0.04270106301052391
554,2013_201111_OP_Ab,-0.03661288168859218
555,2013_201112_OP_Ab,-0.16797449037890466
556,2013_20121_OP_Ab,0.0008138208216092938
557,2013_20122_OP_Ab,0.1324748355758688
558,2013_20123_OP_Ab,-0.07430796475462002
559,2013_20124_OP_Ab,0.08267927760442734
560,2013_20125_OP_Ab,0.01605062233440842
561,2013_20126_OP_Ab,-0.06842893482714378
562,2013_20127_OP_Ab,-0.09009942523621824
563,2013_20128_OP_Ab,0.030901536962338105
564,2013_20129_OP_Ab,0.007292058362784112
565,2013_201210_OP_Ab,-0.0007051344131867699
566,2013_201211_OP_Ab,-0.11638008558866507
567,2013_201212_OP_Ab,0.15400149962416954
568,2013_20131_OP_Ab,0.06582350819989326
569,2013_20132_OP_Ab,0.02595599710823013
